"record_id";"tender_id";"tag_id"
"620705364";"29386834";"21"
"1023520128";"35076631";"21"
"142448033";"21362600";"22"
"142448031";"21363300";"22"
"142448003";"21475333";"22"
"142447331";"21945424";"22"
"142447330";"21946719";"22"
"142445516";"22291380";"22"
"153350319";"22522471";"22"
"157671698";"22617737";"22"
"169697408";"22890791";"22"
"175083538";"23003139";"22"
"175083534";"23003140";"22"
"175083540";"23003141";"22"
"175083539";"23003142";"22"
"175083541";"23003144";"22"
"175083542";"23003145";"22"
"175083532";"23003146";"22"
"175083535";"23003150";"22"
"177852544";"23077377";"22"
"201897145";"23427406";"22"
"210233285";"23779068";"22"
"221365802";"24147838";"22"
"251236479";"24713429";"22"
"275898832";"25032554";"22"
"281818938";"25112338";"22"
"306148565";"25518882";"22"
"311613380";"25593131";"22"
"312111407";"25609983";"22"
"312365575";"25610885";"22"
"356877658";"26004761";"22"
"371675254";"26322231";"22"
"402417214";"26638576";"22"
"403518122";"26652135";"22"
"405722937";"26684206";"22"
"417648016";"26827567";"22"
"431356236";"27243108";"22"
"436482240";"27319228";"22"
"442355086";"27364655";"22"
"488032510";"27931075";"22"
"552488809";"28581979";"22"
"586623731";"29000565";"22"
"627949170";"29494517";"22"
"639333389";"29587786";"22"
"658936856";"29903730";"22"
"705716388";"30344237";"22"
"706330593";"30357780";"22"
"733892520";"30731442";"22"
"748800449";"30961395";"22"
"796291551";"31558697";"22"
"811461694";"31745778";"22"
"812417438";"31751326";"22"
"890903869";"32600722";"22"
"919745456";"32643293";"22"
"893905036";"32644928";"22"
"894882512";"32678069";"22"
"911709411";"32798986";"22"
"979039204";"34323393";"22"
"981669000";"34419924";"22"
"988745336";"34479339";"22"
"993837276";"34623310";"22"
"142449675";"21805158";"23"
"142449457";"22050610";"23"
"175085392";"23002566";"23"
"210670512";"23807626";"23"
"220542458";"23878386";"23"
"219313238";"24058054";"23"
"242830955";"24574624";"23"
"302803328";"25460131";"23"
"305462905";"25542766";"23"
"333861117";"25831851";"23"
"333861114";"25832894";"23"
"342568153";"25941035";"23"
"353980811";"26109437";"23"
"415962145";"26577111";"23"
"423747947";"26874307";"23"
"434999866";"27304011";"23"
"437710387";"27338426";"23"
"441655079";"27362235";"23"
"449276448";"27485827";"23"
"469755174";"27713920";"23"
"491215117";"27973266";"23"
"501666537";"28070454";"23"
"502675262";"28090851";"23"
"509823441";"28163803";"23"
"512927644";"28210521";"23"
"519881140";"28266862";"23"
"522951093";"28304964";"23"
"589060738";"29058813";"23"
"589800011";"29071726";"23"
"657239068";"29859021";"23"
"657239067";"29859091";"23"
"657493281";"29874161";"23"
"658468901";"29887046";"23"
"665325874";"29976176";"23"
"664356788";"29980708";"23"
"664356787";"29980732";"23"
"750160948";"30988528";"23"
"774529409";"31295562";"23"
"783724603";"31435767";"23"
"793408918";"31501688";"23"
"794285964";"31521008";"23"
"810779769";"31736991";"23"
"841107171";"32052227";"23"
"843893224";"32089190";"23"
"876179645";"32451846";"23"
"894544032";"32640598";"23"
"962224125";"33870265";"23"
"156160476";"22574008";"24"
"156160475";"22574017";"24"
"156160474";"22574030";"24"
"159944137";"22661178";"24"
"159944135";"22661182";"24"
"165745111";"22771923";"24"
"173614107";"22949618";"24"
"178327131";"23092995";"24"
"232428065";"24391504";"24"
"275396315";"25037536";"24"
"284518575";"25176187";"24"
